date,home,away,home_score,away_score,home_pitcher,away_pitcher,canceled
2018-09-18,ロッテ,ソフトバンク,2,4,加治屋敗：松永,松永,0
2018-09-18,オリックス,楽天,5,3,松葉敗：安樂,安樂,0
2018-09-19,巨人,DeNA,1,6,東敗：吉川光,吉川光,0
2018-09-19,ヤクルト,阪神,9,4,大下敗：岩貞,岩貞,0
2018-09-19,西武,日本ハム,12,4,榎田敗：堀,堀,0
2018-09-19,ロッテ,ソフトバンク,0,3,石川敗：酒居,酒居,0
2018-09-19,オリックス,楽天,3,6,森原敗：山本,山本,0
2018-09-20,ヤクルト,巨人,,,,,1
2018-09-20,広島,阪神,4,5,才木敗：ジョンソン,ジョンソン,0
2018-09-20,日本ハム,ソフトバンク,7,9,石川敗：宮西,宮西,0
2018-09-20,ロッテ,西武,,,,,1
2018-09-21,ヤクルト,巨人,,,,,1
2018-09-21,DeNA,中日,9,1,京山敗：小熊,小熊,0
2018-09-21,広島,阪神,7,3,一岡敗：能見,能見,0
2018-09-21,ロッテ,西武,4,7,菊池敗：石川,石川,0
2018-09-22,巨人,ヤクルト,5,0,菅野敗：カラシティー,カラシティー,0
2018-09-22,DeNA,中日,4,2,平良敗：笠原,笠原,0
2018-09-22,広島,阪神,4,13,藤浪敗：岡田,岡田,0
2018-09-22,日本ハム,楽天,5,1,村田敗：則本,則本,0
2018-09-22,ロッテ,西武,3,5,小川敗：松永,松永,0
2018-09-22,ソフトバンク,オリックス,6,4,千賀敗：山岡,山岡,0
2018-09-23,中日,ヤクルト,0,2,原敗：ガルシア,ガルシア,0
2018-09-23,阪神,巨人,1,2,畠敗：藤川,藤川,0
2018-09-23,広島,DeNA,2,1,中﨑敗：三嶋,三嶋,0
2018-09-23,楽天,ロッテ,3,8,涌井敗：岸,岸,0
2018-09-23,ソフトバンク,日本ハム,2,0,ミランダ敗：マルティネス,マルティネス,0
2018-09-24,中日,ヤクルト,1,6,近藤敗：吉見,吉見,0
2018-09-24,阪神,巨人,0,0,,,0
2018-09-24,広島,DeNA,5,7,エスコバー敗：ジョンソン,ジョンソン,0
2018-09-24,楽天,西武,3,4,ヒース敗：宋家豪,宋家豪,0
2018-09-24,オリックス,ロッテ,2,8,土肥敗：西,西,0
2018-09-24,ソフトバンク,日本ハム,2,1,大竹敗：上沢,上沢,0
2018-09-25,中日,ヤクルト,4,7,梅野敗：鈴木博,鈴木博,0
2018-09-25,広島,DeNA,3,5,パットン敗：フランスア,フランスア,0
2018-09-25,楽天,西武,3,4,増田敗：森原,森原,0
2018-09-25,オリックス,ソフトバンク,5,8,東浜敗：ローチ,ローチ,0
2018-09-26,広島,ヤクルト,10,0,九里敗：ブキャナン,ブキャナン,0
2018-09-26,阪神,DeNA,,,,,1
2018-09-26,ロッテ,楽天,,,,,1
2018-09-26,オリックス,日本ハム,3,2,澤田敗：宮西,宮西,0
2018-09-27,広島,ヤクルト,3,9,ハフ敗：野村,野村,0
2018-09-27,阪神,DeNA,3,4,今永敗：桑原,桑原,0
2018-09-27,西武,ソフトバンク,7,5,マーティン敗：加治屋,加治屋,0
2018-09-27,ロッテ,楽天,0,9,松井敗：有吉,有吉,0
2018-09-27,オリックス,日本ハム,1,2,上原敗：東明,東明,0
2018-09-28,巨人,DeNA,1,0,菅野敗：砂田,砂田,0
2018-09-28,広島,ヤクルト,7,4,フランスア敗：近藤,近藤,0
2018-09-28,中日,阪神,4,3,岡田敗：才木,才木,0
2018-09-28,楽天,日本ハム,3,5,玉井敗：森原,森原,0
2018-09-28,西武,ソフトバンク,5,3,菊池敗：千賀,千賀,0
2018-09-29,巨人,広島,7,8,永川敗：山口俊,山口俊,0
2018-09-29,ヤクルト,DeNA,,,,,1
2018-09-29,中日,阪神,0,4,藤浪敗：ガルシア,ガルシア,0
2018-09-29,楽天,日本ハム,2,1,宋家豪敗：藤岡,藤岡,0
2018-09-29,西武,ソフトバンク,1,3,ミランダ敗：今井,今井,0
2018-09-29,ロッテ,オリックス,1,7,山岡敗：石川,石川,0
2018-09-30,巨人,広島,5,4,山口俊敗：中﨑,中﨑,0
2018-09-30,ヤクルト,DeNA,,,,,1
2018-09-30,中日,阪神,,,,,1
2018-09-30,日本ハム,西武,4,1,杉浦敗：ウルフ,ウルフ,0
2018-09-30,楽天,オリックス,2,5,澤田敗：高梨,高梨,0
2018-09-30,ソフトバンク,ロッテ,1,9,二木敗：大竹,大竹,0
2018-10-01,ヤクルト,巨人,8,5,小川敗：吉川光,吉川光,0
2018-10-01,阪神,DeNA,0,10,濵口敗：岩貞,岩貞,0
2018-10-01,日本ハム,西武,1,2,多和田敗：玉井,玉井,0
2018-10-01,楽天,オリックス,2,5,西敗：藤平,藤平,0
2018-10-01,ソフトバンク,ロッテ,1,6,涌井敗：松本裕,松本裕,0
2018-10-02,ヤクルト,DeNA,3,2,高橋敗：平良,平良,0
2018-10-02,広島,阪神,1,0,ジョンソン敗：岩田,岩田,0
2018-10-02,日本ハム,西武,2,3,榎田敗：マルティネス,マルティネス,0
2018-10-02,ソフトバンク,ロッテ,4,2,東浜敗：種市,種市,0
2018-10-03,ヤクルト,DeNA,2,1,カラシティー敗：京山,京山,0
2018-10-03,広島,阪神,4,3,アドゥワ敗：岩崎,岩崎,0
2018-10-03,日本ハム,西武,3,7,髙橋光敗：加藤,加藤,0
2018-10-03,ソフトバンク,ロッテ,10,2,二保敗：大隣,大隣,0
2018-10-04,阪神,ヤクルト,1,2,梅野敗：ドリス,ドリス,0
2018-10-04,広島,巨人,0,4,菅野敗：野村,野村,0
2018-10-04,楽天,日本ハム,3,4,上原敗：松井,松井,0
2018-10-04,ロッテ,西武,3,6,伊藤敗：有吉,有吉,0
2018-10-04,オリックス,ソフトバンク,2,1,増井敗：加治屋,加治屋,0
2018-10-05,阪神,中日,1,6,笠原敗：小野,小野,0
2018-10-05,楽天,ロッテ,1,2,岩下敗：古川,古川,0
2018-10-05,オリックス,ソフトバンク,4,6,千賀敗：東明,東明,0
2018-10-06,阪神,DeNA,4,3,桑原敗：バリオス,バリオス,0
2018-10-06,楽天,ロッテ,8,1,則本敗：石川,石川,0
2018-10-06,ソフトバンク,西武,8,3,武田敗：齊藤大,齊藤大,0
2018-10-07,ヤクルト,阪神,6,0,石川敗：岩貞,岩貞,0
2018-10-07,広島,DeNA,3,4,パットン敗：中﨑,中﨑,0
2018-10-07,ロッテ,ソフトバンク,3,8,ミランダ敗：二木,二木,0
2018-10-08,ヤクルト,阪神,6,5,ブキャナン敗：才木,才木,0
2018-10-08,ロッテ,ソフトバンク,1,6,東浜敗：土肥,土肥,0
2018-10-09,ヤクルト,DeNA,1,4,三嶋敗：館山,館山,0
2018-10-09,阪神,巨人,4,9,畠敗：桑原,桑原,0
2018-10-10,阪神,DeNA,2,1,能見敗：今永,今永,0
2018-10-10,日本ハム,ロッテ,5,4,ロドリゲス敗：山本,山本,0
2018-10-11,日本ハム,ロッテ,5,4,上原敗：有吉,有吉,0
2018-10-13,中日,阪神,2,3,藤川敗：祖父江,祖父江,0
2018-10-13,ロッテ,楽天,1,4,則本敗：岩下,岩下,0
2019-03-29,DeNA,中日,8,1,今永敗：又吉,又吉,0
2019-03-29,阪神,ヤクルト,2,1,桑原敗：石山,石山,0
2019-03-29,広島,巨人,5,0,大瀬良敗：菅野,菅野,0
2019-03-29,日本ハム,オリックス,7,3,浦野敗：岩本,岩本,0
2019-03-29,ロッテ,楽天,5,4,酒居敗：石橋,石橋,0
2019-03-29,ソフトバンク,西武,5,4,甲斐野敗：ヒース,ヒース,0
2019-03-30,DeNA,中日,1,9,山井敗：京山,京山,0
2019-03-30,阪神,ヤクルト,1,0,岩貞敗：石川,石川,0
2019-03-30,広島,巨人,2,5,ヤングマン敗：床田,床田,0
2019-03-30,日本ハム,オリックス,4,4,,,0
2019-03-30,ロッテ,楽天,3,9,美馬敗：ボルシンガー,ボルシンガー,0
2019-03-30,ソフトバンク,西武,6,5,ミランダ敗：今井,今井,0
2019-03-31,DeNA,中日,3,2,山﨑敗：小熊,小熊,0
2019-03-31,阪神,ヤクルト,1,2,高梨敗：西,西,0
2019-03-31,広島,巨人,3,6,中川敗：中﨑,中﨑,0
2019-03-31,日本ハム,オリックス,3,1,有原敗：榊原,榊原,0
2019-03-31,ロッテ,楽天,4,9,石橋敗：有吉,有吉,0
2019-03-31,ソフトバンク,西武,3,1,高橋礼敗：髙橋光,髙橋光,0
2019-04-02,巨人,阪神,9,3,山口敗：ガルシア,ガルシア,0
2019-04-02,ヤクルト,DeNA,5,2,近藤敗：パットン,パットン,0
2019-04-02,中日,広島,7,4,祖父江敗：フランスア,フランスア,0
2019-04-02,楽天,日本ハム,3,1,辛島敗：バーベイト,バーベイト,0
2019-04-02,西武,ロッテ,7,4,ニール敗：涌井,涌井,0
2019-04-02,オリックス,ソフトバンク,4,11,東浜敗：アルバース,アルバース,0
2019-04-03,巨人,阪神,6,3,メルセデス敗：青柳,青柳,0
2019-04-03,ヤクルト,DeNA,5,4,石山敗：三上,三上,0
2019-04-03,中日,広島,2,3,野村敗：祖父江,祖父江,0
2019-04-03,楽天,日本ハム,3,2,ハーマン敗：浦野,浦野,0
2019-04-03,西武,ロッテ,9,3,武隈敗：ブランドン,ブランドン,0
2019-04-03,オリックス,ソフトバンク,0,0,,,0
2019-04-04,巨人,阪神,10,1,髙橋敗：浜地,浜地,0
2019-04-04,ヤクルト,DeNA,5,10,砂田敗：梅野,梅野,0
2019-04-04,中日,広島,3,2,ロメロ敗：岡田,岡田,0
2019-04-04,楽天,日本ハム,11,2,石橋敗：斎藤佑樹,斎藤佑樹,0
2019-04-04,西武,ロッテ,8,6,本田敗：小島,小島,0
2019-04-04,オリックス,ソフトバンク,0,3,武田敗：松葉,松葉,0
2019-04-05,ヤクルト,中日,8,7,五十嵐敗：祖父江,祖父江,0
2019-04-05,DeNA,巨人,2,3,菅野敗：今永,今永,0
2019-04-05,広島,阪神,2,3,メッセンジャー敗：大瀬良,大瀬良,0
2019-04-05,日本ハム,西武,5,2,上沢敗：多和田,多和田,0
2019-04-05,オリックス,楽天,2,0,山岡敗：安樂,安樂,0
2019-04-05,ソフトバンク,ロッテ,3,7,益田敗：奥村,奥村,0
2019-04-06,ヤクルト,中日,4,3,ハフ敗：小熊,小熊,0
2019-04-06,DeNA,巨人,9,2,国吉敗：澤村,澤村,0
2019-04-06,広島,阪神,10,3,床田敗：岩貞,岩貞,0
2019-04-06,日本ハム,西武,3,16,今井敗：金子,金子,0
2019-04-06,オリックス,楽天,3,1,東明敗：美馬,美馬,0
2019-04-06,ソフトバンク,ロッテ,3,7,二木敗：ミランダ,ミランダ,0
2019-04-07,ヤクルト,中日,1,3,柳敗：高梨,高梨,0
2019-04-07,DeNA,巨人,5,1,井納敗：畠,畠,0
2019-04-07,広島,阪神,0,9,西敗：九里,九里,0
2019-04-07,日本ハム,西武,2,4,髙橋光敗：ハンコック,ハンコック,0
2019-04-07,オリックス,楽天,5,5,,,0
2019-04-07,ソフトバンク,ロッテ,11,1,高橋礼敗：有吉,有吉,0
2019-04-09,中日,巨人,1,3,山口敗：大野雄,大野雄,0
2019-04-09,阪神,DeNA,12,8,桑原敗：パットン,パットン,0
2019-04-09,広島,ヤクルト,1,10,原敗：ジョンソン,ジョンソン,0
2019-04-09,西武,楽天,6,7,辛島敗：ニール,ニール,0
2019-04-09,ロッテ,オリックス,5,4,益田敗：近藤,近藤,0
2019-04-09,ソフトバンク,日本ハム,3,3,,,0
2019-04-10,中日,巨人,3,2,ロメロ敗：メルセデス,メルセデス,0
2019-04-10,阪神,DeNA,0,2,濵口敗：青柳,青柳,0
2019-04-10,広島,ヤクルト,3,15,マクガフ敗：中﨑,中﨑,0
2019-04-10,西武,楽天,5,7,福井敗：武隈,武隈,0
2019-04-10,ロッテ,オリックス,,,,,1
2019-04-10,ソフトバンク,日本ハム,2,3,宮西敗：加治屋,加治屋,0
2019-04-11,阪神,DeNA,2,5,大貫敗：秋山,秋山,0
2019-04-11,広島,ヤクルト,2,6,寺原敗：岡田,岡田,0
2019-04-11,ロッテ,オリックス,1,2,山本敗：益田,益田,0
2019-04-11,ソフトバンク,日本ハム,5,2,武田敗：加藤,加藤,0
2019-04-12,巨人,ヤクルト,6,1,菅野敗：小川,小川,0
2019-04-12,DeNA,広島,6,0,今永敗：大瀬良,大瀬良,0
2019-04-12,阪神,中日,4,9,笠原敗：メッセンジャー,メッセンジャー,0
2019-04-12,日本ハム,ロッテ,4,1,上沢敗：二木,二木,0
2019-04-12,楽天,ソフトバンク,4,2,ハーマン敗：モイネロ,モイネロ,0
2019-04-12,西武,オリックス,1,0,多和田敗：比嘉,比嘉,0
2019-04-13,巨人,ヤクルト,6,11,マクガフ敗：吉川,吉川,0
2019-04-13,DeNA,広島,1,6,床田敗：京山,京山,0
2019-04-13,阪神,中日,2,10,柳敗：岩貞,岩貞,0
2019-04-13,日本ハム,ロッテ,3,0,バーベイト敗：ボルシンガー,ボルシンガー,0
2019-04-13,楽天,ソフトバンク,0,1,加治屋敗：ハーマン,ハーマン,0
2019-04-13,西武,オリックス,3,10,山﨑福敗：今井,今井,0
2019-04-14,巨人,ヤクルト,6,11,五十嵐敗：宮國,宮國,0
2019-04-14,DeNA,広島,4,2,井納敗：九里,九里,0
2019-04-14,阪神,中日,5,2,西敗：吉見,吉見,0
2019-04-14,日本ハム,ロッテ,3,1,有原敗：松永,松永,0
2019-04-14,楽天,ソフトバンク,1,6,高橋礼敗：近藤,近藤,0
2019-04-14,西武,オリックス,11,3,髙橋光敗：松葉,松葉,0
2019-04-16,巨人,広島,8,2,山口敗：ジョンソン,ジョンソン,0
2019-04-16,ヤクルト,阪神,9,5,原敗：ガルシア,ガルシア,0
2019-04-16,中日,DeNA,7,1,大野雄敗：上茶谷,上茶谷,0
2019-04-16,楽天,西武,5,4,高梨敗：マーティン,マーティン,0
2019-04-16,ロッテ,ソフトバンク,6,0,涌井敗：東浜,東浜,0
2019-04-16,オリックス,日本ハム,9,0,アルバース敗：上原,上原,0
2019-04-17,巨人,広島,4,5,フランスア敗：クック,クック,0
2019-04-17,ヤクルト,阪神,2,2,,,0
2019-04-17,中日,DeNA,3,1,山井敗：濵口,濵口,0
2019-04-17,楽天,西武,7,4,福井敗：本田,本田,0
2019-04-17,ロッテ,ソフトバンク,1,0,岩下敗：大竹,大竹,0
2019-04-17,オリックス,日本ハム,6,4,榊原敗：ロドリゲス,ロドリゲス,0
2019-04-18,ヤクルト,阪神,5,13,岩田敗：大下,大下,0
2019-04-18,ロッテ,ソフトバンク,5,2,二木敗：武田,武田,0
2019-04-18,オリックス,日本ハム,3,7,金子敗：山本,山本,0
2019-04-19,中日,ヤクルト,4,2,笠原敗：小川,小川,0
2019-04-19,阪神,巨人,4,12,菅野敗：メッセンジャー,メッセンジャー,0
2019-04-19,広島,DeNA,2,1,フランスア敗：パットン,パットン,0
2019-04-19,楽天,オリックス,4,5,山岡敗：青山,青山,0
2019-04-19,西武,ソフトバンク,0,2,千賀敗：多和田,多和田,0
2019-04-20,中日,ヤクルト,3,5,五十嵐敗：鈴木博,鈴木博,0
2019-04-20,阪神,巨人,0,2,ヤングマン敗：岩貞,岩貞,0
2019-04-20,広島,DeNA,9,2,床田敗：井納,井納,0
2019-04-20,楽天,オリックス,5,3,美馬敗：東明,東明,0
2019-04-20,西武,ソフトバンク,6,4,今井敗：スアレス,スアレス,0
2019-04-20,ロッテ,日本ハム,3,1,ボルシンガー敗：上沢,上沢,0
2019-04-21,中日,ヤクルト,7,5,佐藤敗：高梨,高梨,0
2019-04-21,阪神,巨人,0,3,メルセデス敗：西,西,0
2019-04-21,広島,DeNA,7,4,ジョンソン敗：国吉,国吉,0
2019-04-21,楽天,オリックス,7,3,釜田敗：松葉,松葉,0
2019-04-21,西武,ソフトバンク,5,16,高橋礼敗：髙橋光,髙橋光,0
2019-04-21,ロッテ,日本ハム,1,2,有原敗：石川,石川,0
2019-04-22,ソフトバンク,オリックス,3,1,泉敗：吉田一,吉田一,0
2019-04-23,ヤクルト,巨人,0,9,山口敗：原,原,0
2019-04-23,DeNA,阪神,3,8,青柳敗：上茶谷,上茶谷,0
2019-04-23,広島,中日,3,2,中﨑敗：R.マルティネス,R.マルティネス,0
2019-04-23,日本ハム,楽天,1,4,ハーマン敗：秋吉,秋吉,0
2019-04-23,ロッテ,西武,9,9,,,0
2019-04-24,ヤクルト,巨人,2,7,髙橋敗：ブキャナン,ブキャナン,0
2019-04-24,DeNA,阪神,1,3,才木敗：大貫,大貫,0
2019-04-24,広島,中日,5,0,野村敗：山井,山井,0
2019-04-24,日本ハム,楽天,15,5,ロドリゲス敗：福井,福井,0
2019-04-24,ロッテ,西武,1,4,本田敗：岩下,岩下,0
2019-04-24,ソフトバンク,オリックス,2,3,近藤敗：森,森,0
2019-04-25,ヤクルト,巨人,11,2,スアレス敗：菅野,菅野,0
2019-04-25,DeNA,阪神,3,5,ジョンソン敗：山﨑,山﨑,0
2019-04-25,広島,中日,2,0,大瀬良敗：ロドリゲス,ロドリゲス,0
2019-04-25,日本ハム,楽天,6,5,堀敗：青山,青山,0
2019-04-25,ロッテ,西武,8,9,増田敗：唐川,唐川,0
2019-04-25,ソフトバンク,オリックス,3,0,森敗：山﨑福,山﨑福,0
2019-04-27,巨人,DeNA,5,4,メルセデス敗：井納,井納,0
2019-04-27,ヤクルト,広島,0,2,床田敗：小川,小川,0
2019-04-27,中日,阪神,5,4,又吉敗：西,西,0
2019-04-27,日本ハム,ソフトバンク,1,5,千賀敗：上原,上原,0
2019-04-27,楽天,ロッテ,5,6,唐川敗：松井,松井,0
2019-04-27,オリックス,西武,7,11,平井敗：澤田,澤田,0
2019-04-28,巨人,DeNA,7,2,今村敗：京山,京山,0
2019-04-28,ヤクルト,広島,4,2,高梨敗：ジョンソン,ジョンソン,0
2019-04-28,中日,阪神,2,4,藤川敗：田島,田島,0
2019-04-28,日本ハム,ソフトバンク,4,0,有原敗：ミランダ,ミランダ,0
2019-04-28,楽天,ロッテ,8,10,松永敗：安樂,安樂,0
2019-04-28,オリックス,西武,2,4,今井敗：近藤,近藤,0
2019-04-29,巨人,DeNA,3,5,国吉敗：宮國,宮國,0
2019-04-29,ヤクルト,広島,7,4,五十嵐敗：九里,九里,0
2019-04-29,中日,阪神,0,2,青柳敗：阿知羅,阿知羅,0
2019-04-29,日本ハム,ソフトバンク,6,9,泉敗：加藤,加藤,0
2019-04-29,楽天,ロッテ,2,4,種市敗：近藤,近藤,0
2019-04-29,オリックス,西武,5,3,澤田敗：小川,小川,0
2019-04-30,巨人,中日,1,3,大野雄敗：髙橋,髙橋,0
2019-04-30,DeNA,ヤクルト,8,9,五十嵐敗：エスコバー,エスコバー,0
2019-04-30,阪神,広島,8,3,秋山敗：アドゥワ,アドゥワ,0
2019-05-01,巨人,中日,5,1,菅野敗：山井,山井,0
2019-05-01,DeNA,ヤクルト,5,1,大貫敗：高橋,高橋,0
2019-05-01,阪神,広島,6,2,才木敗：野村,野村,0
2019-05-01,西武,日本ハム,2,7,ロドリゲス敗：髙橋光,髙橋光,0
2019-05-01,オリックス,ロッテ,0,4,涌井敗：榊原,榊原,0
2019-05-01,ソフトバンク,楽天,0,9,辛島敗：武田,武田,0
2019-05-02,巨人,中日,9,3,高木敗：ロメロ,ロメロ,0
2019-05-02,DeNA,ヤクルト,2,0,今永敗：スアレス,スアレス,0
2019-05-02,阪神,広島,0,4,フランスア敗：ドリス,ドリス,0
2019-05-02,西武,日本ハム,5,3,榎田敗：金子,金子,0
2019-05-02,オリックス,ロッテ,2,1,澤田敗：酒居,酒居,0
2019-05-02,ソフトバンク,楽天,1,0,大竹敗：古川,古川,0
2019-05-03,中日,ヤクルト,2,7,小川敗：又吉,又吉,0
2019-05-03,阪神,DeNA,2,1,ジョンソン敗：三嶋,三嶋,0
2019-05-03,広島,巨人,6,3,フランスア敗：田原,田原,0
2019-05-03,西武,日本ハム,3,10,加藤敗：相内,相内,0
2019-05-03,オリックス,ロッテ,3,1,山岡敗：二木,二木,0
2019-05-03,ソフトバンク,楽天,12,11,加治屋敗：高梨,高梨,0
2019-05-04,中日,ヤクルト,4,8,高梨敗：柳,柳,0
2019-05-04,阪神,DeNA,5,1,メッセンジャー敗：バリオス,バリオス,0
2019-05-04,広島,巨人,3,2,レグナルト敗：野上,野上,0
2019-05-04,西武,楽天,7,6,増田敗：宋家豪,宋家豪,0
2019-05-04,ロッテ,日本ハム,3,2,田中敗：宮西,宮西,0
2019-05-04,ソフトバンク,オリックス,4,0,千賀敗：成瀬,成瀬,0
2019-05-05,中日,ヤクルト,6,5,阿知羅敗：寺原,寺原,0
2019-05-05,阪神,DeNA,7,5,ドリス敗：三嶋,三嶋,0
2019-05-05,広島,巨人,3,3,,,0
2019-05-05,西武,楽天,4,0,今井敗：石橋,石橋,0
2019-05-05,ロッテ,日本ハム,1,4,バーベイト敗：石川,石川,0
2019-05-05,ソフトバンク,オリックス,7,2,ミランダ敗：K-鈴木,K-鈴木,0
2019-05-06,ヤクルト,阪神,4,2,ブキャナン敗：青柳,青柳,0
2019-05-06,DeNA,巨人,2,10,髙橋敗：東,東,0
2019-05-06,中日,広島,2,7,菊池保敗：谷元,谷元,0
2019-05-06,西武,楽天,4,8,福井敗：本田,本田,0
2019-05-06,ロッテ,日本ハム,5,3,種市敗：有原,有原,0
2019-05-06,ソフトバンク,オリックス,9,6,東浜敗：アルバース,アルバース,0
2019-05-07,ヤクルト,阪神,1,3,秋山敗：原,原,0
2019-05-07,中日,広島,6,0,大野雄敗：野村,野村,0
2019-05-08,ヤクルト,阪神,7,7,,,0
2019-05-08,DeNA,巨人,5,8,菅野敗：国吉,国吉,0
2019-05-08,中日,広島,2,3,大瀬良敗：ロメロ,ロメロ,0
2019-05-08,日本ハム,オリックス,1,0,公文敗：榊原,榊原,0
2019-05-08,楽天,ソフトバンク,8,7,高梨敗：森,森,0
2019-05-08,西武,ロッテ,1,12,涌井敗：髙橋光,髙橋光,0
2019-05-09,日本ハム,オリックス,1,2,山本敗：加藤,加藤,0
2019-05-09,楽天,ソフトバンク,4,3,松井敗：甲斐野,甲斐野,0
2019-05-09,西武,ロッテ,4,5,唐川敗：マーティン,マーティン,0
2019-05-10,巨人,ヤクルト,19,7,野上敗：小川,小川,0
2019-05-10,阪神,中日,7,3,西敗：又吉,又吉,0
2019-05-10,広島,DeNA,2,6,今永敗：床田,床田,0
2019-05-10,日本ハム,西武,7,5,上沢敗：多和田,多和田,0
2019-05-10,オリックス,楽天,8,6,山岡敗：美馬,美馬,0
2019-05-10,ソフトバンク,ロッテ,1,9,二木敗：武田,武田,0
2019-05-11,巨人,ヤクルト,1,3,石川敗：メルセデス,メルセデス,0
2019-05-11,阪神,中日,1,5,柳敗：メッセンジャー,メッセンジャー,0
2019-05-11,広島,DeNA,4,0,ジョンソン敗：上茶谷,上茶谷,0
2019-05-11,日本ハム,西武,8,0,杉浦敗：今井,今井,0
2019-05-11,オリックス,楽天,6,3,金田敗：ハーマン,ハーマン,0
2019-05-11,ソフトバンク,ロッテ,4,2,千賀敗：ボルシンガー,ボルシンガー,0
2019-05-12,巨人,ヤクルト,1,4,高梨敗：山口,山口,0
2019-05-12,阪神,中日,2,5,清水敗：才木,才木,0
2019-05-12,広島,DeNA,8,1,アドゥワ敗：京山,京山,0
2019-05-12,日本ハム,西武,3,6,十亀敗：バーベイト,バーベイト,0
2019-05-12,オリックス,楽天,5,8,西宮敗：エップラー,エップラー,0
2019-05-12,ソフトバンク,ロッテ,4,5,石川敗：嘉弥真,嘉弥真,0
2019-05-14,巨人,阪神,2,4,青柳敗：アダメス,アダメス,0
2019-05-14,DeNA,中日,,,,,1
2019-05-14,広島,ヤクルト,9,4,レグナルト敗：原,原,0
2019-05-14,楽天,日本ハム,1,13,有原敗：釜田,釜田,0
2019-05-14,ソフトバンク,西武,7,11,髙橋光敗：椎野,椎野,0
2019-05-15,巨人,阪神,8,13,守屋敗：菅野,菅野,0
2019-05-15,DeNA,中日,8,2,東敗：大野雄,大野雄,0
2019-05-15,広島,ヤクルト,9,7,中﨑敗：中尾,中尾,0
2019-05-15,楽天,日本ハム,9,8,宋家豪敗：玉井,玉井,0
2019-05-15,ロッテ,オリックス,2,3,榊原敗：唐川,唐川,0
2019-05-15,ソフトバンク,西武,4,5,森脇敗：森,森,0
2019-05-16,DeNA,中日,2,3,ロメロ敗：大貫,大貫,0
2019-05-16,楽天,日本ハム,0,2,堀敗：辛島,辛島,0
2019-05-16,ロッテ,オリックス,9,2,種市敗：山本,山本,0
2019-05-16,ソフトバンク,西武,5,1,高橋礼敗：榎田,榎田,0
2019-05-17,ヤクルト,DeNA,3,4,今永敗：小川,小川,0
2019-05-17,中日,巨人,1,4,ヤングマン敗：勝野,勝野,0
2019-05-17,阪神,広島,2,10,九里敗：西,西,0
2019-05-17,ロッテ,楽天,6,1,二木敗：美馬,美馬,0
2019-05-17,オリックス,西武,5,7,増田敗：小林,小林,0
2019-05-18,ヤクルト,DeNA,6,11,上茶谷敗：石川,石川,0
2019-05-18,中日,巨人,1,5,メルセデス敗：柳,柳,0
2019-05-18,阪神,広島,0,4,ジョンソン敗：メッセンジャー,メッセンジャー,0
2019-05-18,ロッテ,楽天,4,6,今野敗：唐川,唐川,0
2019-05-18,オリックス,西武,2,1,K-鈴木敗：今井,今井,0
2019-05-18,ソフトバンク,日本ハム,2,1,千賀敗：上沢,上沢,0
2019-05-19,ヤクルト,DeNA,0,7,濵口敗：高梨,高梨,0
2019-05-19,中日,巨人,5,4,清水敗：山口,山口,0
2019-05-19,阪神,広島,1,5,アドゥワ敗：秋山,秋山,0
2019-05-19,ロッテ,楽天,5,10,青山敗：松永,松永,0
2019-05-19,オリックス,西武,3,9,松本航敗：エップラー,エップラー,0
2019-05-19,ソフトバンク,日本ハム,4,2,ミランダ敗：上原,上原,0
2019-05-21,巨人,DeNA,,,,,1
2019-05-21,阪神,ヤクルト,3,2,青柳敗：原,原,0
2019-05-21,広島,中日,3,2,野村敗：大野雄,大野雄,0
2019-05-21,日本ハム,楽天,3,13,塩見敗：金子,金子,0
2019-05-21,西武,ソフトバンク,7,6,十亀敗：東浜,東浜,0
2019-05-21,オリックス,ロッテ,4,8,酒居敗：増井,増井,0
2019-05-22,巨人,DeNA,1,5,東敗：髙橋,髙橋,0
2019-05-22,阪神,ヤクルト,3,2,藤川敗：ハフ,ハフ,0
2019-05-22,広島,中日,3,1,大瀬良敗：ロメロ,ロメロ,0
2019-05-22,日本ハム,楽天,3,5,古川敗：有原,有原,0
2019-05-22,西武,ソフトバンク,7,3,髙橋光敗：大竹,大竹,0
2019-05-22,オリックス,ロッテ,5,4,山﨑福敗：益田,益田,0
2019-05-23,巨人,DeNA,7,4,桜井敗：大貫,大貫,0
2019-05-23,阪神,ヤクルト,1,0,ドリス敗：マクガフ,マクガフ,0
2019-05-23,日本ハム,楽天,11,2,杉浦敗：辛島,辛島,0
2019-05-24,巨人,広島,3,8,床田敗：ヤングマン,ヤングマン,0
2019-05-24,ヤクルト,中日,1,6,勝野敗：小川,小川,0
2019-05-24,DeNA,阪神,2,3,守屋敗：今永,今永,0
2019-05-24,楽天,オリックス,3,2,美馬敗：山岡,山岡,0
2019-05-24,西武,日本ハム,10,5,榎田敗：加藤,加藤,0
2019-05-24,ロッテ,ソフトバンク,3,6,森敗：益田,益田,0
2019-05-25,巨人,広島,5,7,ジョンソン敗：メルセデス,メルセデス,0
2019-05-25,ヤクルト,中日,3,10,柳敗：石川,石川,0
2019-05-25,DeNA,阪神,6,5,上茶谷敗：メッセンジャー,メッセンジャー,0
2019-05-25,楽天,オリックス,1,4,近藤敗：宋家豪,宋家豪,0
2019-05-25,西武,日本ハム,7,5,森脇敗：堀,堀,0
