date,home,away,home_score,away_score,home_pitcher,away_pitcher,canceled
2016-03-25,巨人,ヤクルト,3,1,菅野敗：小川,小川,0
2016-03-25,阪神,中日,2,5,大野敗：メッセンジャー,メッセンジャー,0
2016-03-25,広島,DeNA,1,2,井納敗：ジョンソン,ジョンソン,0
2016-03-25,楽天,ソフトバンク,7,3,則本敗：攝津,攝津,0
2016-03-25,西武,オリックス,5,4,増田敗：コーディエ,コーディエ,0
2016-03-25,ロッテ,日本ハム,3,2,涌井敗：大谷,大谷,0
2016-03-26,巨人,ヤクルト,10,5,高木敗：石川,石川,0
2016-03-26,阪神,中日,7,3,能見敗：山井,山井,0
2016-03-26,広島,DeNA,3,1,黒田敗：久保康,久保康,0
2016-03-26,楽天,ソフトバンク,3,3,,,0
2016-03-26,西武,オリックス,9,5,牧田敗：小松,小松,0
2016-03-26,ロッテ,日本ハム,6,4,藤岡敗：鍵谷,鍵谷,0
2016-03-27,巨人,ヤクルト,3,2,マシソン敗：秋吉,秋吉,0
2016-03-27,阪神,中日,5,4,榎田敗：岡田,岡田,0
2016-03-27,広島,DeNA,6,3,オスカル敗：須田,須田,0
2016-03-27,楽天,ソフトバンク,0,7,武田敗：青山,青山,0
2016-03-27,西武,オリックス,4,5,ディクソン敗：バンヘッケン,バンヘッケン,0
2016-03-27,ロッテ,日本ハム,0,1,有原敗：スタンリッジ,スタンリッジ,0
2016-03-29,ヤクルト,阪神,2,6,藤浪敗：館山,館山,0
2016-03-29,DeNA,巨人,2,6,ポレダ敗：今永,今永,0
2016-03-29,中日,広島,4,2,若松敗：野村,野村,0
2016-03-29,日本ハム,オリックス,13,3,吉川敗：西,西,0
2016-03-29,ロッテ,楽天,12,2,石川敗：辛島,辛島,0
2016-03-29,ソフトバンク,西武,2,6,岸敗：和田,和田,0
2016-03-30,ヤクルト,阪神,8,4,成瀬敗：岩田,岩田,0
2016-03-30,DeNA,巨人,6,3,モスコーソ敗：桜井,桜井,0
2016-03-30,中日,広島,3,11,横山敗：濱田達,濱田達,0
2016-03-30,日本ハム,オリックス,4,5,東明敗：バース,バース,0
2016-03-30,ロッテ,楽天,0,5,美馬敗：二木,二木,0
2016-03-30,ソフトバンク,西武,5,4,千賀敗：野上,野上,0
2016-03-31,ヤクルト,阪神,6,6,,,0
2016-03-31,DeNA,巨人,4,6,澤村敗：福地,福地,0
2016-03-31,中日,広島,9,5,小熊敗：中田,中田,0
2016-04-01,ヤクルト,中日,4,1,小川敗：大野,大野,0
2016-04-01,DeNA,阪神,2,1,須田敗：能見,能見,0
2016-04-01,広島,巨人,4,6,澤村敗：今村,今村,0
2016-04-01,日本ハム,ソフトバンク,4,3,高梨敗：森,森,0
2016-04-01,楽天,西武,4,2,則本敗：菊池,菊池,0
2016-04-01,オリックス,ロッテ,3,4,涌井敗：佐藤達,佐藤達,0
2016-04-02,ヤクルト,中日,7,1,石川敗：山井,山井,0
2016-04-02,DeNA,阪神,0,5,岩貞敗：久保康,久保康,0
2016-04-02,広島,巨人,3,0,黒田敗：田口,田口,0
2016-04-02,日本ハム,ソフトバンク,3,4,バンデンハーク敗：メンドーサ,メンドーサ,0
2016-04-02,楽天,西武,15,4,塩見敗：十亀,十亀,0
2016-04-02,オリックス,ロッテ,2,6,大嶺祐敗：佐藤達,佐藤達,0
2016-04-03,ヤクルト,中日,2,3,ネイラー敗：原樹,原樹,0
2016-04-03,DeNA,阪神,3,8,藤川敗：石田,石田,0
2016-04-03,広島,巨人,3,4,澤村敗：ジャクソン,ジャクソン,0
2016-04-03,日本ハム,ソフトバンク,4,3,有原敗：武田,武田,0
2016-04-03,楽天,西武,2,3,髙橋朋敗：福山,福山,0
2016-04-03,オリックス,ロッテ,3,1,ディクソン敗：スタンリッジ,スタンリッジ,0
2016-04-05,巨人,阪神,2,8,藤浪敗：ポレダ,ポレダ,0
2016-04-05,中日,DeNA,1,0,若松敗：今永,今永,0
2016-04-05,広島,ヤクルト,12,5,野村敗：成瀬,成瀬,0
2016-04-05,西武,日本ハム,10,0,岸敗：吉川,吉川,0
2016-04-05,オリックス,楽天,0,11,辛島敗：西,西,0
2016-04-05,ソフトバンク,ロッテ,4,4,,,0
2016-04-06,巨人,阪神,3,0,菅野敗：岩田,岩田,0
2016-04-06,中日,DeNA,3,0,小熊敗：モスコーソ,モスコーソ,0
2016-04-06,広島,ヤクルト,6,3,ジョンソン敗：寺田,寺田,0
2016-04-06,西武,日本ハム,5,2,野上敗：バース,バース,0
2016-04-06,オリックス,楽天,2,5,美馬敗：東明,東明,0
2016-04-06,ソフトバンク,ロッテ,3,4,内敗：サファテ,サファテ,0
2016-04-07,巨人,阪神,1,10,メッセンジャー敗：平良,平良,0
2016-04-07,中日,DeNA,1,1,,,0
2016-04-07,オリックス,楽天,,,,,1
2016-04-07,ソフトバンク,ロッテ,8,17,涌井敗：攝津,攝津,0
2016-04-08,DeNA,ヤクルト,2,3,小川敗：井納,井納,0
2016-04-08,中日,巨人,3,2,大野敗：高木,高木,0
2016-04-08,阪神,広島,3,2,髙橋敗：中﨑,中﨑,0
2016-04-08,楽天,日本ハム,5,3,則本敗：メンドーサ,メンドーサ,0
2016-04-08,ロッテ,西武,3,5,菊池敗：古谷,古谷,0
2016-04-09,DeNA,ヤクルト,10,5,山口敗：石川,石川,0
2016-04-09,中日,巨人,0,0,,,0
2016-04-09,阪神,広島,2,6,永川敗：榎田,榎田,0
2016-04-09,楽天,日本ハム,7,9,マーティン敗：リズ,リズ,0
2016-04-09,ロッテ,西武,4,5,牧田敗：南,南,0
2016-04-09,ソフトバンク,オリックス,13,1,バンデンハーク敗：金子千尋,金子千尋,0
2016-04-10,DeNA,ヤクルト,6,5,石田敗：原樹,原樹,0
2016-04-10,中日,巨人,2,7,戸根敗：ネイラー,ネイラー,0
2016-04-10,阪神,広島,7,8,福井敗：藤川,藤川,0
2016-04-10,楽天,日本ハム,1,0,釜田敗：大谷,大谷,0
2016-04-10,ロッテ,西武,4,2,スタンリッジ敗：バンヘッケン,バンヘッケン,0
2016-04-10,ソフトバンク,オリックス,10,0,武田敗：西,西,0
2016-04-12,ヤクルト,巨人,6,2,成瀬敗：ポレダ,ポレダ,0
2016-04-12,阪神,DeNA,4,3,藤浪敗：久保康,久保康,0
2016-04-12,広島,中日,3,1,野村敗：若松,若松,0
2016-04-12,楽天,ロッテ,1,7,二木敗：辛島,辛島,0
2016-04-12,西武,ソフトバンク,1,4,和田敗：岸,岸,0
2016-04-12,オリックス,日本ハム,0,4,吉川敗：ディクソン,ディクソン,0
2016-04-13,ヤクルト,巨人,0,8,菅野敗：館山,館山,0
2016-04-13,阪神,DeNA,,,,,1
2016-04-13,広島,中日,,,,,1
2016-04-13,楽天,ロッテ,4,5,益田敗：戸村,戸村,0
2016-04-13,西武,ソフトバンク,1,5,千賀敗：野上,野上,0
2016-04-13,オリックス,日本ハム,4,3,平野敗：高梨,高梨,0
2016-04-14,ヤクルト,巨人,6,4,ルーキ敗：山口,山口,0
2016-04-14,阪神,DeNA,5,2,メッセンジャー敗：今永,今永,0
2016-04-14,広島,中日,10,1,ジョンソン敗：小熊,小熊,0
2016-04-14,楽天,ロッテ,2,9,涌井敗：ブリガム,ブリガム,0
2016-04-14,オリックス,日本ハム,1,0,山﨑福敗：バース,バース,0
2016-04-15,中日,阪神,6,0,ジョーダン敗：能見,能見,0
2016-04-15,日本ハム,ロッテ,13,3,メンドーサ敗：古谷,古谷,0
2016-04-15,オリックス,西武,7,4,近藤敗：菊池,菊池,0
2016-04-15,ソフトバンク,楽天,3,2,東浜敗：則本,則本,0
2016-04-16,巨人,広島,6,5,田原誠敗：黒田,黒田,0
2016-04-16,ヤクルト,DeNA,4,0,石川敗：井納,井納,0
2016-04-16,中日,阪神,4,3,福谷敗：マテオ,マテオ,0
2016-04-16,日本ハム,ロッテ,8,2,加藤敗：大嶺祐,大嶺祐,0
2016-04-16,オリックス,西武,4,7,牧田敗：金子千尋,金子千尋,0
2016-04-16,ソフトバンク,楽天,,,,,1
2016-04-17,巨人,広島,2,1,マシソン敗：ジャクソン,ジャクソン,0
2016-04-17,ヤクルト,DeNA,5,4,松岡敗：山﨑康,山﨑康,0
2016-04-17,中日,阪神,4,2,又吉敗：高宮,高宮,0
2016-04-17,日本ハム,ロッテ,3,5,西野敗：増井,増井,0
2016-04-17,オリックス,西武,5,2,西敗：バンヘッケン,バンヘッケン,0
2016-04-17,ソフトバンク,楽天,9,7,森敗：戸村,戸村,0
2016-04-19,巨人,中日,,,,,1
2016-04-19,DeNA,広島,4,6,中田敗：ペトリック,ペトリック,0
2016-04-19,阪神,ヤクルト,8,4,髙橋敗：ペレス,ペレス,0
2016-04-19,日本ハム,西武,1,0,吉川敗：岸,岸,0
2016-04-19,楽天,オリックス,2,3,塚原敗：戸村,戸村,0
2016-04-19,ロッテ,ソフトバンク,1,2,バンデンハーク敗：石川,石川,0
2016-04-20,巨人,中日,,,,,1
2016-04-20,DeNA,広島,10,0,モスコーソ敗：ジョンソン,ジョンソン,0
2016-04-20,阪神,ヤクルト,1,5,山中敗：守屋,守屋,0
2016-04-20,日本ハム,西武,2,9,野上敗：中村,中村,0
2016-04-20,楽天,オリックス,4,3,濱矢敗：塚原,塚原,0
2016-04-20,ロッテ,ソフトバンク,0,5,和田敗：二木,二木,0
2016-04-21,阪神,ヤクルト,,,,,1
2016-04-21,日本ハム,西武,4,3,バース敗：菊池,菊池,0
2016-04-21,楽天,オリックス,,,,,1
2016-04-21,ロッテ,ソフトバンク,,,,,1
2016-04-22,巨人,DeNA,1,1,,,0
2016-04-22,中日,ヤクルト,11,6,若松敗：石川,石川,0
2016-04-22,広島,阪神,9,12,メッセンジャー敗：横山,横山,0
2016-04-22,西武,楽天,7,8,濱矢敗：増田,増田,0
2016-04-23,巨人,DeNA,0,3,井納敗：田原誠,田原誠,0
2016-04-23,中日,ヤクルト,5,7,ペレス敗：岩瀬,岩瀬,0
2016-04-23,広島,阪神,3,2,黒田敗：岩貞,岩貞,0
2016-04-23,西武,楽天,8,8,,,0
2016-04-23,ロッテ,オリックス,4,3,西野敗：平野,平野,0
2016-04-23,ソフトバンク,日本ハム,2,4,谷元敗：森,森,0
2016-04-24,巨人,DeNA,3,0,今村敗：山口,山口,0
2016-04-24,中日,ヤクルト,5,3,岡田敗：ルーキ,ルーキ,0
2016-04-24,広島,阪神,2,6,能見敗：福井,福井,0
2016-04-24,西武,楽天,7,6,武隈敗：福山,福山,0
2016-04-24,ロッテ,オリックス,3,4,西敗：スタンリッジ,スタンリッジ,0
2016-04-24,ソフトバンク,日本ハム,6,5,スアレス敗：増井,増井,0
2016-04-26,ヤクルト,広島,3,11,ジョンソン敗：成瀬,成瀬,0
2016-04-26,DeNA,中日,3,7,又吉敗：藤岡,藤岡,0
2016-04-26,阪神,巨人,3,5,高木敗：藤浪,藤浪,0
2016-04-26,日本ハム,楽天,3,1,有原敗：塩見,塩見,0
2016-04-26,西武,ロッテ,2,5,石川敗：野上,野上,0
2016-04-26,オリックス,ソフトバンク,3,9,バンデンハーク敗：ディクソン,ディクソン,0
2016-04-27,ヤクルト,広島,0,8,野村敗：山中,山中,0
2016-04-27,DeNA,中日,8,3,久保康敗：山井,山井,0
2016-04-27,阪神,巨人,1,11,田口敗：岩田,岩田,0
2016-04-27,日本ハム,楽天,7,6,増井敗：福山,福山,0
2016-04-27,西武,ロッテ,2,7,二木敗：菊池,菊池,0
2016-04-27,オリックス,ソフトバンク,2,5,和田敗：東明,東明,0
2016-04-28,ヤクルト,広島,6,4,新垣敗：岡田,岡田,0
2016-04-28,DeNA,中日,2,9,小熊敗：砂田,砂田,0
2016-04-28,阪神,巨人,3,3,,,0
2016-04-29,ヤクルト,巨人,4,1,石川敗：ポレダ,ポレダ,0
2016-04-29,阪神,DeNA,2,1,岩貞敗：今永,今永,0
2016-04-29,広島,中日,9,4,横山敗：若松,若松,0
2016-04-29,ロッテ,日本ハム,4,3,涌井敗：メンドーサ,メンドーサ,0
2016-04-29,オリックス,楽天,3,4,則本敗：平野,平野,0
2016-04-29,ソフトバンク,西武,3,7,十亀敗：中田,中田,0
2016-04-30,ヤクルト,巨人,4,3,小川敗：山口,山口,0
2016-04-30,阪神,DeNA,2,3,井納敗：藤川,藤川,0
2016-04-30,広島,中日,12,2,黒田敗：伊藤,伊藤,0
2016-04-30,ロッテ,日本ハム,5,1,スタンリッジ敗：バース,バース,0
2016-04-30,オリックス,楽天,5,0,金子千尋敗：安樂,安樂,0
2016-04-30,ソフトバンク,西武,4,4,,,0
2016-05-01,ヤクルト,巨人,11,2,原樹敗：高木,高木,0
2016-05-01,阪神,DeNA,7,6,ドリス敗：須田,須田,0
2016-05-01,広島,中日,10,7,戸田敗：ネイラー,ネイラー,0
2016-05-01,ロッテ,日本ハム,4,9,大谷敗：大嶺祐,大嶺祐,0
2016-05-01,オリックス,楽天,4,2,塚原敗：青山,青山,0
2016-05-01,ソフトバンク,西武,6,3,武田敗：郭,郭,0
2016-05-03,巨人,広島,3,2,マシソン敗：ジョンソン,ジョンソン,0
2016-05-03,DeNA,ヤクルト,0,6,山中敗：モスコーソ,モスコーソ,0
2016-05-03,中日,阪神,4,2,ジョーダン敗：藤浪,藤浪,0
2016-05-03,日本ハム,ソフトバンク,4,5,寺原敗：井口,井口,0
2016-05-03,楽天,ロッテ,2,1,ミコライオ敗：西野,西野,0
2016-05-03,西武,オリックス,6,7,ディクソン敗：野上,野上,0
2016-05-04,巨人,広島,1,6,野村敗：江柄子,江柄子,0
2016-05-04,DeNA,ヤクルト,3,2,石田敗：新垣,新垣,0
2016-05-04,中日,阪神,0,9,横山敗：吉見,吉見,0
2016-05-04,日本ハム,ソフトバンク,6,6,,,0
2016-05-04,楽天,ロッテ,5,3,美馬敗：二木,二木,0
2016-05-04,西武,オリックス,8,2,菊池敗：東明,東明,0
2016-05-05,巨人,広島,4,2,菅野敗：九里,九里,0
2016-05-05,DeNA,ヤクルト,4,2,砂田敗：石川,石川,0
2016-05-05,中日,阪神,0,1,メッセンジャー敗：山井,山井,0
2016-05-05,日本ハム,ソフトバンク,1,2,東浜敗：加藤,加藤,0
2016-05-05,楽天,ロッテ,8,15,内敗：松井裕,松井裕,0
2016-05-05,西武,オリックス,5,7,近藤敗：十亀,十亀,0
2016-05-06,巨人,中日,2,7,若松敗：長谷川,長谷川,0
2016-05-06,阪神,ヤクルト,2,0,岩貞敗：小川,小川,0
2016-05-06,広島,DeNA,0,6,今永敗：横山,横山,0
2016-05-06,西武,日本ハム,4,8,メンドーサ敗：髙橋光,髙橋光,0
2016-05-06,ロッテ,オリックス,0,5,金子千尋敗：唐川,唐川,0
2016-05-06,ソフトバンク,楽天,3,2,寺原敗：青山,青山,0
2016-05-07,巨人,中日,1,8,福敗：今村,今村,0
2016-05-07,阪神,ヤクルト,6,10,秋吉敗：ドリス,ドリス,0
2016-05-07,広島,DeNA,10,4,ヘーゲンズ敗：井納,井納,0
2016-05-07,西武,日本ハム,6,8,バース敗：郭,郭,0
2016-05-07,ロッテ,オリックス,4,3,益田敗：平野,平野,0
2016-05-07,ソフトバンク,楽天,3,2,千賀敗：福山,福山,0
2016-05-08,巨人,中日,4,11,バルデス敗：高木,高木,0
2016-05-08,阪神,ヤクルト,1,5,原樹敗：能見,能見,0
2016-05-08,広島,DeNA,1,7,山口敗：福井,福井,0
2016-05-08,西武,日本ハム,6,2,藤原敗：大谷,大谷,0
2016-05-08,ロッテ,オリックス,4,3,松永敗：西,西,0
2016-05-08,ソフトバンク,楽天,3,1,武田敗：釜田,釜田,0
2016-05-10,ヤクルト,広島,3,6,ジョンソン敗：秋吉,秋吉,0
2016-05-10,DeNA,中日,3,6,佐藤敗：モスコーソ,モスコーソ,0
2016-05-10,阪神,巨人,,,,,1
2016-05-10,日本ハム,オリックス,4,0,有原敗：ディクソン,ディクソン,0
2016-05-10,楽天,西武,,,,,1
2016-05-10,ソフトバンク,ロッテ,2,1,バンデンハーク敗：石川,石川,0
2016-05-11,ヤクルト,広島,5,2,石川敗：野村,野村,0
2016-05-11,DeNA,中日,2,0,石田敗：山井,山井,0
2016-05-11,阪神,巨人,1,3,田口敗：メッセンジャー,メッセンジャー,0
2016-05-11,日本ハム,オリックス,6,2,吉川敗：東明,東明,0
2016-05-11,楽天,西武,8,3,美馬敗：佐藤,佐藤,0
2016-05-11,ソフトバンク,ロッテ,9,5,和田敗：二木,二木,0
2016-05-12,ヤクルト,広島,4,3,秋吉敗：今村,今村,0
2016-05-12,DeNA,中日,6,5,山﨑康敗：又吉,又吉,0
2016-05-12,楽天,西武,4,0,ミコライオ敗：菊池,菊池,0
2016-05-12,ソフトバンク,ロッテ,2,3,内敗：スアレス,スアレス,0
2016-05-13,巨人,ヤクルト,3,2,田原誠敗：オンドルセク,オンドルセク,0
2016-05-13,DeNA,阪神,2,3,髙橋敗：山﨑康,山﨑康,0
2016-05-13,中日,広島,3,6,ヘーゲンズ敗：又吉,又吉,0
2016-05-13,日本ハム,西武,5,4,宮西敗：増田,増田,0
2016-05-14,巨人,ヤクルト,7,1,今村敗：山中,山中,0
2016-05-14,DeNA,阪神,3,1,今永敗：岩貞,岩貞,0
2016-05-14,中日,広島,6,5,田島敗：ジャクソン,ジャクソン,0
2016-05-14,日本ハム,西武,7,3,バース敗：多和田,多和田,0
2016-05-14,ロッテ,楽天,13,12,松永敗：松井裕,松井裕,0
2016-05-14,オリックス,ソフトバンク,4,3,塚原敗：スアレス,スアレス,0
2016-05-15,巨人,ヤクルト,3,2,高木敗：原樹,原樹,0
2016-05-15,DeNA,阪神,5,5,,,0
2016-05-15,中日,広島,3,3,,,0
2016-05-15,日本ハム,西武,3,6,牧田敗：大谷,大谷,0
2016-05-15,ロッテ,楽天,9,8,大谷敗：松井裕,松井裕,0
2016-05-15,オリックス,ソフトバンク,1,2,武田敗：西,西,0
2016-05-17,巨人,DeNA,1,7,モスコーソ敗：内海,内海,0
2016-05-17,阪神,中日,3,4,田島敗：ドリス,ドリス,0
2016-05-17,広島,ヤクルト,9,0,ジョンソン敗：新垣,新垣,0
2016-05-17,楽天,オリックス,1,7,ディクソン敗：塩見,塩見,0
2016-05-17,ロッテ,西武,5,2,石川敗：佐藤,佐藤,0
2016-05-17,ソフトバンク,日本ハム,2,7,有原敗：バンデンハーク,バンデンハーク,0
2016-05-18,巨人,DeNA,0,1,石田敗：田口,田口,0
2016-05-18,阪神,中日,3,2,横山敗：山井,山井,0
2016-05-18,広島,ヤクルト,3,11,秋吉敗：今村,今村,0
2016-05-18,楽天,オリックス,2,10,松葉敗：則本,則本,0
2016-05-18,ロッテ,西武,0,3,菊池敗：二木,二木,0
2016-05-18,ソフトバンク,日本ハム,6,2,和田敗：吉川,吉川,0
2016-05-19,阪神,中日,3,2,藤川敗：又吉,又吉,0
2016-05-19,広島,ヤクルト,7,6,今村敗：村中,村中,0
2016-05-19,ロッテ,西武,1,2,髙橋光敗：涌井,涌井,0
2016-05-19,ソフトバンク,日本ハム,6,8,増井敗：サファテ,サファテ,0
2016-05-20,ヤクルト,DeNA,6,3,ルーキ敗：井納,井納,0
2016-05-20,中日,巨人,0,2,マシソン敗：福谷,福谷,0
2016-05-20,阪神,広島,1,4,永川敗：田面,田面,0
2016-05-20,オリックス,ロッテ,6,4,金子千尋敗：スタンリッジ,スタンリッジ,0
2016-05-21,ヤクルト,DeNA,1,4,今永敗：山中,山中,0
2016-05-21,中日,巨人,6,4,ジョーダン敗：田原誠,田原誠,0
2016-05-21,阪神,広島,4,3,マテオ敗：中﨑,中﨑,0
2016-05-21,日本ハム,楽天,5,1,メンドーサ敗：レイ,レイ,0
2016-05-21,西武,ソフトバンク,4,3,増田敗：寺原,寺原,0
2016-05-21,オリックス,ロッテ,3,10,関谷敗：近藤,近藤,0
2016-05-22,ヤクルト,DeNA,3,11,山口敗：原樹,原樹,0
2016-05-22,中日,巨人,5,1,吉見敗：高木,高木,0
2016-05-22,阪神,広島,5,10,戸田敗：メッセンジャー,メッセンジャー,0
2016-05-22,日本ハム,楽天,8,0,大谷敗：釜田,釜田,0
2016-05-22,西武,ソフトバンク,2,4,武田敗：野上,野上,0
2016-05-22,オリックス,ロッテ,1,5,唐川敗：西,西,0
2016-05-24,ヤクルト,阪神,5,7,能見敗：八木,八木,0
2016-05-24,中日,DeNA,5,6,須田敗：又吉,又吉,0
2016-05-24,広島,巨人,6,0,ジョンソン敗：内海,内海,0
2016-05-24,日本ハム,ロッテ,1,3,石川敗：有原,有原,0
2016-05-24,西武,楽天,4,1,佐藤敗：則本,則本,0
2016-05-24,ソフトバンク,オリックス,22,6,バンデンハーク敗：ディクソン,ディクソン,0
2016-05-25,ヤクルト,阪神,9,8,オンドルセク敗：藤川,藤川,0
2016-05-25,中日,DeNA,1,4,石田敗：若松,若松,0
2016-05-25,広島,巨人,9,3,野村敗：田口,田口,0
2016-05-25,西武,楽天,7,0,菊池敗：川井,川井,0
2016-05-25,ソフトバンク,オリックス,5,2,和田敗：松葉,松葉,0
2016-05-26,ヤクルト,阪神,6,5,オンドルセク敗：マテオ,マテオ,0
2016-05-26,広島,巨人,3,2,九里敗：大竹寛,大竹寛,0
2016-05-26,日本ハム,ロッテ,1,2,西野敗：高梨,高梨,0
2016-05-26,西武,楽天,4,0,髙橋光敗：美馬,美馬,0
2016-05-26,ソフトバンク,オリックス,4,3,飯田敗：金子千尋,金子千尋,0
2016-05-27,巨人,阪神,0,1,岩貞敗：菅野,菅野,0
2016-05-27,DeNA,広島,6,1,井納敗：黒田,黒田,0
2016-05-27,中日,ヤクルト,6,5,岡田敗：松岡,松岡,0
2016-05-27,楽天,日本ハム,3,2,塩見敗：谷元,谷元,0
2016-05-27,ロッテ,ソフトバンク,0,1,東浜敗：涌井,涌井,0
2016-05-28,巨人,阪神,4,6,岩崎敗：今村,今村,0
2016-05-28,DeNA,広島,3,1,今永敗：岡田,岡田,0
2016-05-28,中日,ヤクルト,6,9,村中敗：福,福,0
2016-05-28,楽天,日本ハム,1,7,メンドーサ敗：安樂,安樂,0
2016-05-28,ロッテ,ソフトバンク,2,10,千賀敗：スタンリッジ,スタンリッジ,0
2016-05-28,オリックス,西武,8,6,吉田一敗：武隈,武隈,0
2016-05-29,巨人,阪神,2,1,高木敗：メッセンジャー,メッセンジャー,0
2016-05-29,DeNA,広島,0,6,中村恭敗：山口,山口,0
2016-05-29,中日,ヤクルト,6,1,吉見敗：原樹,原樹,0
2016-05-29,楽天,日本ハム,3,12,大谷敗：釜田,釜田,0
2016-05-29,ロッテ,ソフトバンク,4,6,森敗：西野,西野,0
2016-05-29,オリックス,西武,3,5,牧田敗：佐藤達,佐藤達,0
2016-05-31,日本ハム,ヤクルト,4,8,デイビーズ敗：有原,有原,0
2016-05-31,楽天,阪神,9,1,則本敗：能見,能見,0
2016-05-31,西武,DeNA,2,5,モスコーソ敗：佐藤,佐藤,0
2016-05-31,ロッテ,広島,5,0,石川敗：ジョンソン,ジョンソン,0
2016-05-31,オリックス,巨人,2,3,田口敗：西,西,0
2016-05-31,ソフトバンク,中日,5,2,岩嵜敗：福谷,福谷,0
2016-06-01,日本ハム,ヤクルト,5,2,バース敗：石川,石川,0
2016-06-01,楽天,阪神,3,5,青柳敗：リズ,リズ,0
2016-06-01,西武,DeNA,7,0,菊池敗：石田,石田,0
2016-06-01,ロッテ,広島,2,4,野村敗：大谷,大谷,0
2016-06-01,オリックス,巨人,0,1,内海敗：松葉,松葉,0
2016-06-01,ソフトバンク,中日,0,5,若松敗：和田,和田,0
2016-06-02,日本ハム,ヤクルト,8,6,高梨敗：秋吉,秋吉,0
2016-06-02,楽天,阪神,0,3,藤浪敗：美馬,美馬,0
2016-06-02,西武,DeNA,4,1,髙橋光敗：井納,井納,0
2016-06-02,ロッテ,広島,13,4,二木敗：九里,九里,0
2016-06-02,オリックス,巨人,2,4,大竹寛敗：金子千尋,金子千尋,0
2016-06-02,ソフトバンク,中日,6,2,中田敗：バルデス,バルデス,0
2016-06-03,巨人,日本ハム,5,4,菅野敗：吉川,吉川,0
2016-06-03,ヤクルト,オリックス,4,5,吉田一敗：ルーキ,ルーキ,0
2016-06-03,DeNA,ロッテ,2,1,久保康敗：涌井,涌井,0
2016-06-03,中日,楽天,1,3,塩見敗：ジョーダン,ジョーダン,0
2016-06-03,阪神,西武,3,12,佐野敗：岩貞,岩貞,0
2016-06-03,広島,ソフトバンク,1,6,東浜敗：黒田,黒田,0
2016-06-04,巨人,日本ハム,5,4,宮國敗：谷元,谷元,0
2016-06-04,ヤクルト,オリックス,4,6,吉田一敗：山中,山中,0
2016-06-04,DeNA,ロッテ,6,5,三上敗：西野,西野,0
2016-06-04,中日,楽天,0,3,釜田敗：大野,大野,0
2016-06-04,阪神,西武,5,1,メッセンジャー敗：多和田,多和田,0
2016-06-04,広島,ソフトバンク,1,1,,,0
2016-06-05,巨人,日本ハム,2,6,大谷敗：高木,高木,0
2016-06-05,ヤクルト,オリックス,9,14,ディクソン敗：原樹,原樹,0
2016-06-05,DeNA,ロッテ,11,0,山口敗：唐川,唐川,0
2016-06-05,中日,楽天,2,0,吉見敗：戸村,戸村,0
2016-06-05,阪神,西武,2,3,増田敗：安藤,安藤,0
2016-06-05,広島,ソフトバンク,2,1,ジャクソン敗：サファテ,サファテ,0
2016-06-07,日本ハム,広島,2,3,戸田敗：有原,有原,0
2016-06-07,楽天,ヤクルト,5,1,則本敗：デイビーズ,デイビーズ,0
2016-06-07,西武,巨人,6,2,菊池敗：田口,田口,0
2016-06-07,ロッテ,阪神,2,1,石川敗：能見,能見,0
2016-06-07,オリックス,中日,3,8,岡田敗：コーディエ,コーディエ,0
2016-06-07,ソフトバンク,DeNA,6,3,山田敗：モスコーソ,モスコーソ,0
2016-06-08,日本ハム,広島,4,2,高梨敗：ジョンソン,ジョンソン,0
2016-06-08,楽天,ヤクルト,3,10,村中敗：リズ,リズ,0
2016-06-08,西武,巨人,5,7,内海敗：髙橋光,髙橋光,0
2016-06-08,ロッテ,阪神,8,3,関谷敗：青柳,青柳,0
2016-06-08,オリックス,中日,2,1,松葉敗：若松,若松,0
2016-06-08,ソフトバンク,DeNA,4,1,和田敗：石田,石田,0
2016-06-09,日本ハム,広島,2,4,野村敗：バース,バース,0
2016-06-09,楽天,ヤクルト,3,2,美馬敗：古野,古野,0
2016-06-09,西武,巨人,7,4,牧田敗：山口,山口,0
2016-06-09,ロッテ,阪神,7,2,二木敗：藤浪,藤浪,0
2016-06-09,オリックス,中日,3,8,バルデス敗：金子千尋,金子千尋,0
2016-06-09,ソフトバンク,DeNA,4,2,中田敗：井納,井納,0
2016-06-10,日本ハム,阪神,5,4,宮西敗：藤川,藤川,0
2016-06-10,楽天,広島,0,6,黒田敗：塩見,塩見,0
2016-06-10,西武,中日,1,0,武隈敗：田島,田島,0
2016-06-10,ロッテ,ヤクルト,6,7,オンドルセク敗：西野,西野,0
2016-06-10,オリックス,DeNA,1,3,久保康敗：東明,東明,0
2016-06-10,ソフトバンク,巨人,2,1,森敗：菅野,菅野,0
2016-06-11,日本ハム,阪神,0,3,メッセンジャー敗：吉川,吉川,0
2016-06-11,楽天,広島,2,1,金刃敗：ヘーゲンズ,ヘーゲンズ,0
2016-06-11,西武,中日,2,4,大野敗：小石,小石,0
2016-06-11,ロッテ,ヤクルト,4,2,スタンリッジ敗：山中,山中,0
2016-06-11,オリックス,DeNA,0,7,今永敗：近藤,近藤,0
2016-06-11,ソフトバンク,巨人,8,3,千賀敗：今村,今村,0
2016-06-12,日本ハム,阪神,6,0,大谷敗：岩崎,岩崎,0
2016-06-12,楽天,広島,4,3,福山敗：中﨑,中﨑,0
2016-06-12,西武,中日,3,2,武隈敗：山井,山井,0
